"Sex","Pclass","PassengerId","Survived","Age","SibSp","Parch","Fare","title_Mr","title_Mrs","title_Miss","title_Master","title_Royalty","title_Officer","Embarked_C","Embarked_S","Embarked_Q"
0,3,512,0,26,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,877,0,20,0,0,9.8458,1,0,0,0,0,0,0,1,0
0,3,878,0,19,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,515,0,24,0,0,7.4958,1,0,0,0,0,0,0,1,0
0,3,637,0,32,0,0,7.925,1,0,0,0,0,0,0,1,0
0,3,153,0,55.5,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,154,0,40.5,0,2,14.5,1,0,0,0,0,0,0,1,0
0,3,155,0,26,0,0,7.3125,1,0,0,0,0,0,0,1,0
0,3,520,0,32,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,158,0,30,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,159,0,26,0,0,8.6625,1,0,0,0,0,0,0,1,0
0,3,402,0,26,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,161,0,44,0,1,16.1,1,0,0,0,0,0,0,1,0
0,3,526,0,40.5,0,0,7.75,1,0,0,0,0,0,0,0,1
0,3,163,0,26,0,0,7.775,1,0,0,0,0,0,0,1,0
0,3,164,0,17,0,0,8.6625,1,0,0,0,0,0,0,1,0
0,3,529,0,39,0,0,7.925,1,0,0,0,0,0,0,1,0
0,3,532,0,26,0,0,7.2292,1,0,0,0,0,0,1,0,0
0,3,533,0,17,1,1,7.2292,1,0,0,0,0,0,1,0,0
0,3,170,0,28,0,0,56.4958,1,0,0,0,0,0,0,1,0
0,3,211,0,24,0,0,7.05,1,0,0,0,0,0,0,1,0
0,3,657,0,26,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,174,0,21,0,0,7.925,1,0,0,0,0,0,0,1,0
0,3,539,0,26,0,0,14.5,1,0,0,0,0,0,0,1,0
0,3,176,0,18,1,1,7.8542,1,0,0,0,0,0,0,1,0
0,3,662,0,40,0,0,7.225,1,0,0,0,0,0,1,0,0
0,3,664,0,36,0,0,7.4958,1,0,0,0,0,0,0,1,0
0,3,180,0,36,0,0,0,1,0,0,0,0,0,0,1,0
0,3,303,0,19,0,0,0,1,0,0,0,0,0,0,1,0
0,3,668,0,26,0,0,7.775,1,0,0,0,0,0,0,1,0
0,3,305,0,26,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,669,0,43,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,189,0,40,1,1,15.5,1,0,0,0,0,0,0,0,1
0,3,190,0,36,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,677,0,24.5,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,314,0,28,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,197,0,26,0,0,7.75,1,0,0,0,0,0,0,0,1
0,3,198,0,42,0,1,8.4042,1,0,0,0,0,0,0,1,0
0,3,564,0,26,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,322,0,27,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,202,0,26,8,2,69.55,1,0,0,0,0,0,0,1,0
0,3,203,0,34,0,0,6.4958,1,0,0,0,0,0,0,1,0
0,3,204,0,45.5,0,0,7.225,1,0,0,0,0,0,1,0,0
0,3,205,1,18,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,570,1,32,0,0,7.8542,1,0,0,0,0,0,0,1,0
0,3,207,0,32,1,0,15.85,1,0,0,0,0,0,0,1,0
0,3,208,1,26,0,0,18.7875,1,0,0,0,0,0,1,0,0
0,3,251,0,26,0,0,7.25,1,0,0,0,0,0,0,1,0
0,3,576,0,19,0,0,14.5,1,0,0,0,0,0,0,1,0
0,3,213,0,22,0,0,7.25,1,0,0,0,0,0,0,1,0
0,3,456,1,29,0,0,7.8958,1,0,0,0,0,0,1,0,0
0,3,215,0,26,1,0,7.75,1,0,0,0,0,0,0,0,1
0,3,580,1,32,0,0,7.925,1,0,0,0,0,0,0,1,0
0,3,339,1,45,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,704,0,25,0,0,7.7417,1,0,0,0,0,0,0,0,1
0,3,221,1,16,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,223,0,51,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,224,0,26,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,589,0,22,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,226,0,22,0,0,9.35,1,0,0,0,0,0,0,1,0
0,3,591,0,35,0,0,7.125,1,0,0,0,0,0,0,1,0
0,3,228,0,20.5,0,0,7.25,1,0,0,0,0,0,0,1,0
0,3,593,0,47,0,0,7.25,1,0,0,0,0,0,0,1,0
0,3,351,0,23,0,0,9.225,1,0,0,0,0,0,0,1,0
0,3,716,0,19,0,0,7.65,1,0,0,0,0,0,0,1,0
0,3,232,0,29,0,0,7.775,1,0,0,0,0,0,0,1,0
0,3,354,0,25,1,0,17.8,1,0,0,0,0,0,0,1,0
0,3,598,0,49,0,0,0,1,0,0,0,0,0,0,1,0
0,3,599,0,26,0,0,7.225,1,0,0,0,0,0,1,0,0
0,3,722,0,17,1,0,7.0542,1,0,0,0,0,0,0,1,0
0,3,602,0,26,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,845,0,17,0,0,8.6625,1,0,0,0,0,0,0,1,0
0,3,604,0,44,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,726,0,20,0,0,8.6625,1,0,0,0,0,0,0,1,0
0,3,606,0,36,1,0,15.55,1,0,0,0,0,0,0,1,0
0,3,607,0,30,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,365,0,26,1,0,15.5,1,0,0,0,0,0,0,0,1
0,3,649,0,26,0,0,7.55,1,0,0,0,0,0,0,1,0
0,3,286,0,33,0,0,8.6625,1,0,0,0,0,0,1,0,0
0,3,612,0,26,0,0,7.05,1,0,0,0,0,0,0,1,0
0,3,491,0,26,1,0,19.9667,1,0,0,0,0,0,0,1,0
0,3,492,0,21,0,0,7.25,1,0,0,0,0,0,0,1,0
0,3,776,0,18,0,0,7.75,1,0,0,0,0,0,0,1,0
0,3,617,0,34,1,1,14.4,1,0,0,0,0,0,0,1,0
0,3,254,0,30,1,0,16.1,1,0,0,0,0,0,0,1,0
0,3,621,0,27,1,0,14.4542,1,0,0,0,0,0,1,0,0
0,3,744,0,24,1,0,16.1,1,0,0,0,0,0,0,1,0
0,3,665,1,20,1,0,7.925,1,0,0,0,0,0,0,1,0
0,3,625,0,21,0,0,16.1,1,0,0,0,0,0,0,1,0
0,3,629,0,26,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,267,0,16,4,1,39.6875,1,0,0,0,0,0,0,1,0
0,3,268,1,25,1,0,7.775,1,0,0,0,0,0,0,1,0
0,3,272,1,25,0,0,0,1,0,0,0,0,0,0,1,0
0,3,879,0,26,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,640,0,26,1,0,16.1,1,0,0,0,0,0,0,1,0
0,3,641,0,20,0,0,7.8542,1,0,0,0,0,0,0,1,0
0,3,882,0,33,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,644,1,26,0,0,56.4958,1,0,0,0,0,0,0,1,0
0,3,523,0,26,0,0,7.225,1,0,0,0,0,0,1,0,0
0,3,282,0,28,0,0,7.8542,1,0,0,0,0,0,0,1,0
0,3,283,0,16,0,0,9.5,1,0,0,0,0,0,0,1,0
0,3,284,1,19,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,325,0,26,8,2,69.55,1,0,0,0,0,0,0,1,0
0,3,287,1,30,0,0,9.5,1,0,0,0,0,0,0,1,0
0,3,288,0,22,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,653,0,21,0,0,8.4333,1,0,0,0,0,0,0,1,0
0,3,452,0,26,1,0,19.9667,1,0,0,0,0,0,0,1,0
0,3,697,0,44,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,295,0,24,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,297,0,23.5,0,0,7.2292,1,0,0,0,0,0,1,0,0
0,3,785,0,25,0,0,7.05,1,0,0,0,0,0,0,1,0
0,3,705,0,26,1,0,7.8542,1,0,0,0,0,0,0,1,0
0,3,302,1,26,2,0,23.25,1,0,0,0,0,0,0,0,1
0,3,425,0,18,1,1,20.2125,1,0,0,0,0,0,0,1,0
0,3,469,0,26,0,0,7.725,1,0,0,0,0,0,0,0,1
0,3,676,0,18,0,0,7.775,1,0,0,0,0,0,0,1,0
0,3,434,0,17,0,0,7.125,1,0,0,0,0,0,0,1,0
0,3,355,0,26,0,0,7.225,1,0,0,0,0,0,1,0,0
0,3,356,0,28,0,0,9.5,1,0,0,0,0,0,0,1,0
0,3,518,0,26,0,0,24.15,1,0,0,0,0,0,0,0,1
0,3,683,0,20,0,0,9.225,1,0,0,0,0,0,0,1,0
0,3,684,0,14,5,2,46.9,1,0,0,0,0,0,0,1,0
0,3,321,0,22,0,0,7.25,1,0,0,0,0,0,0,1,0
0,3,806,0,31,0,0,7.775,1,0,0,0,0,0,0,1,0
0,3,687,0,14,4,1,39.6875,1,0,0,0,0,0,0,1,0
0,3,688,0,19,0,0,10.1708,1,0,0,0,0,0,0,1,0
0,3,647,0,19,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,891,0,32,0,0,7.75,1,0,0,0,0,0,0,0,1
0,3,327,0,61,0,0,6.2375,1,0,0,0,0,0,0,1,0
0,3,693,1,26,0,0,56.4958,1,0,0,0,0,0,0,1,0
0,3,694,0,25,0,0,7.225,1,0,0,0,0,0,1,0,0
0,3,411,0,26,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,736,0,28.5,0,0,16.1,1,0,0,0,0,0,0,1,0
0,3,615,0,35,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,334,0,16,2,0,18,1,0,0,0,0,0,0,1,0
0,3,336,0,26,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,460,0,26,0,0,7.75,1,0,0,0,0,0,0,0,1
0,3,585,0,26,0,0,8.7125,1,0,0,0,0,0,1,0,0
0,3,829,1,26,0,0,7.75,1,0,0,0,0,0,0,0,1
0,3,466,0,38,0,0,7.05,1,0,0,0,0,0,0,1,0
0,3,834,0,23,0,0,7.8542,1,0,0,0,0,0,0,1,0
0,3,350,0,42,0,0,8.6625,1,0,0,0,0,0,0,1,0
0,3,472,0,38,0,0,8.6625,1,0,0,0,0,0,0,1,0
0,3,837,0,21,0,0,8.6625,1,0,0,0,0,0,0,1,0
0,3,353,0,15,1,1,7.2292,1,0,0,0,0,0,1,0,0
0,3,596,0,36,1,1,24.15,1,0,0,0,0,0,0,1,0
0,3,651,0,26,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,720,0,33,0,0,7.775,1,0,0,0,0,0,0,1,0
0,3,719,0,26,0,0,15.5,1,0,0,0,0,0,0,0,1
0,3,361,0,40,1,4,27.9,1,0,0,0,0,0,0,1,0
0,3,847,0,26,8,2,69.55,1,0,0,0,0,0,0,1,0
0,3,364,0,35,0,0,7.05,1,0,0,0,0,0,0,1,0
0,3,445,1,26,0,0,8.1125,1,0,0,0,0,0,0,1,0
0,3,567,0,19,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,407,0,51,0,0,7.75,1,0,0,0,0,0,0,1,0
0,3,771,0,24,0,0,9.5,1,0,0,0,0,0,0,1,0
0,3,422,0,21,0,0,7.7333,1,0,0,0,0,0,0,0,1
0,3,774,0,26,0,0,7.225,1,0,0,0,0,0,1,0,0
0,3,815,0,30.5,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,495,0,21,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,860,0,26,0,0,7.2292,1,0,0,0,0,0,1,0,0
0,3,822,1,27,0,0,8.6625,1,0,0,0,0,0,0,1,0
0,3,569,0,26,0,0,7.2292,1,0,0,0,0,0,1,0,0
0,3,561,0,26,0,0,7.75,1,0,0,0,0,0,0,0,1
0,3,401,1,39,0,0,7.925,1,0,0,0,0,0,0,1,0
0,3,753,0,33,0,0,9.5,1,0,0,0,0,0,0,1,0
0,3,835,0,18,0,0,8.3,1,0,0,0,0,0,0,1,0
0,3,757,0,28,0,0,7.7958,1,0,0,0,0,0,0,1,0
0,3,689,0,18,0,0,7.7958,1,0,0,0,0,0,0,1,0
0,3,575,0,16,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,525,0,26,0,0,7.2292,1,0,0,0,0,0,1,0,0
0,3,511,1,29,0,0,7.75,1,0,0,0,0,0,0,0,1
0,3,566,0,24,2,0,24.15,1,0,0,0,0,0,0,1,0
0,3,841,0,20,0,0,7.925,1,0,0,0,0,0,0,1,0
0,3,826,0,26,0,0,6.95,1,0,0,0,0,0,0,0,1
0,3,779,0,26,0,0,7.7375,1,0,0,0,0,0,0,0,1
0,3,819,0,43,0,0,6.45,1,0,0,0,0,0,0,1,0
0,3,844,0,34.5,0,0,6.4375,1,0,0,0,0,0,1,0,0
0,3,554,1,22,0,0,7.225,1,0,0,0,0,0,1,0,0
0,3,700,0,42,0,0,7.65,1,0,0,0,0,0,0,1,0
0,3,590,0,26,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,786,0,25,0,0,7.25,1,0,0,0,0,0,0,1,0
0,3,805,1,27,0,0,6.975,1,0,0,0,0,0,0,1,0
0,3,714,0,29,0,0,9.4833,1,0,0,0,0,0,0,1,0
0,3,833,0,26,0,0,7.2292,1,0,0,0,0,0,1,0,0
0,3,874,0,47,0,0,9,1,0,0,0,0,0,0,1,0
0,3,553,0,26,0,0,7.8292,1,0,0,0,0,0,0,0,1
0,3,442,0,20,0,0,9.5,1,0,0,0,0,0,0,1,0
0,3,632,0,51,0,0,7.0542,1,0,0,0,0,0,0,1,0
0,3,765,0,16,0,0,7.775,1,0,0,0,0,0,0,1,0
0,3,496,0,26,0,0,14.4583,1,0,0,0,0,0,1,0,0
0,3,455,0,26,0,0,8.05,1,0,0,0,0,0,0,1,0
0,3,562,0,40,0,0,7.8958,1,0,0,0,0,0,0,1,0
0,3,522,0,22,0,0,7.8958,1,0,0,0,0,0,0,1,0
1,1,709,1,22,0,0,151.55,0,0,1,0,0,0,0,1,0
1,1,307,1,30,0,0,110.8833,0,0,1,0,0,0,1,0,0
1,1,276,1,63,1,0,77.9583,0,0,1,0,0,0,0,1,0
1,1,642,1,24,0,0,69.3,0,0,1,0,0,0,1,0,0
1,1,586,1,18,0,2,79.65,0,0,1,0,0,0,0,1,0
1,1,178,0,50,0,0,28.7125,0,0,1,0,0,0,1,0,0
1,1,717,1,38,0,0,227.525,0,0,1,0,0,0,1,0,0
1,1,711,1,24,0,0,49.5042,0,0,1,0,0,0,1,0,0
1,1,196,1,58,0,0,146.5208,0,0,1,0,0,0,1,0,0
1,1,62,1,38,0,0,80,0,0,1,0,0,0,0,1,0
1,1,854,1,16,0,1,39.4,0,0,1,0,0,0,0,1,0
1,1,540,1,22,0,2,49.5,0,0,1,0,0,0,1,0,0
1,1,538,1,30,0,0,106.425,0,0,1,0,0,0,1,0,0
1,1,381,1,42,0,0,227.525,0,0,1,0,0,0,1,0,0
1,1,259,1,35,0,0,512.3292,0,0,1,0,0,0,1,0,0
1,1,505,1,16,0,0,86.5,0,0,1,0,0,0,0,1,0
1,1,628,1,21,0,0,77.9583,0,0,1,0,0,0,0,1,0
1,1,394,1,23,1,0,113.275,0,0,1,0,0,0,1,0,0
1,1,836,1,39,1,1,83.1583,0,0,1,0,0,0,1,0,0
1,1,436,1,14,1,2,120,0,0,1,0,0,0,0,1,0
1,1,312,1,18,2,2,262.375,0,0,1,0,0,0,1,0,0
1,1,413,1,33,1,0,90,0,0,1,0,0,0,0,0,1
1,1,357,1,22,0,1,55,0,0,1,0,0,0,0,1,0
1,1,258,1,30,0,0,86.5,0,0,1,0,0,0,0,1,0
1,1,291,1,26,0,0,78.85,0,0,1,0,0,0,0,1,0
1,1,219,1,32,0,0,76.2917,0,0,1,0,0,0,1,0,0
1,1,843,1,30,0,0,31,0,0,1,0,0,0,1,0,0
1,1,690,1,15,0,1,211.3375,0,0,1,0,0,0,0,1,0
1,1,338,1,41,0,0,134.5,0,0,1,0,0,0,1,0,0
1,1,731,1,29,0,0,211.3375,0,0,1,0,0,0,0,1,0
1,1,342,1,24,3,2,263,0,0,1,0,0,0,0,1,0
1,1,137,1,19,0,2,26.2833,0,0,1,0,0,0,0,1,0
1,1,610,1,40,0,0,153.4625,0,0,1,0,0,0,0,1,0
1,1,319,1,31,0,2,164.8667,0,0,1,0,0,0,0,1,0
1,1,326,1,36,0,0,135.6333,0,0,1,0,0,0,1,0,0
1,1,298,0,2,1,2,151.55,0,0,1,0,0,0,0,1,0
1,1,743,1,21,2,2,262.375,0,0,1,0,0,0,1,0,0
1,1,541,1,36,0,2,71,0,0,1,0,0,0,0,1,0
1,1,888,1,19,0,0,30,0,0,1,0,0,0,0,1,0
1,1,270,1,35,0,0,135.6333,0,0,1,0,0,0,0,1,0
1,1,89,1,23,3,2,263,0,0,1,0,0,0,0,1,0
1,1,311,1,24,0,0,83.1583,0,0,1,0,0,0,1,0,0
1,1,310,1,30,0,0,56.9292,0,0,1,0,0,0,1,0,0
1,1,216,1,31,1,0,113.275,0,0,1,0,0,0,1,0,0
1,1,497,1,54,1,0,78.2667,0,0,1,0,0,0,1,0,0
1,1,330,1,16,0,1,57.9792,0,0,1,0,0,0,1,0,0
1,1,12,1,58,0,0,26.55,0,0,1,0,0,0,0,1,0
1,1,521,1,30,0,0,93.5,0,0,1,0,0,0,0,1,0
1,1,167,1,45,0,1,55,0,1,0,0,0,0,0,1,0
1,1,872,1,47,1,1,52.5542,0,1,0,0,0,0,0,1,0
1,1,670,1,45,1,0,52,0,1,0,0,0,0,0,1,0
1,1,308,1,17,1,0,108.9,0,1,0,0,0,0,1,0,0
1,1,764,1,36,1,2,120,0,1,0,0,0,0,0,1,0
1,1,830,1,62,0,0,80,0,1,0,0,0,0,0,1,0
1,1,32,1,45,1,0,146.5208,0,1,0,0,0,0,1,0,0
1,1,300,1,50,0,1,247.5208,0,1,0,0,0,0,1,0,0
1,1,384,1,35,1,0,52,0,1,0,0,0,0,0,1,0
1,1,195,1,44,0,0,27.7208,0,1,0,0,0,0,1,0,0
1,1,257,1,45,0,0,79.2,0,1,0,0,0,0,1,0,0
1,1,572,1,53,2,0,51.4792,0,1,0,0,0,0,0,1,0
1,1,292,1,19,1,0,91.0792,0,1,0,0,0,0,1,0,0
1,1,880,1,56,0,1,83.1583,0,1,0,0,0,0,1,0,0
1,1,701,1,18,1,0,227.525,0,1,0,0,0,0,1,0,0
1,1,559,1,39,1,1,79.65,0,1,0,0,0,0,0,1,0
1,1,370,1,24,0,0,69.3,0,1,0,0,0,0,1,0,0
1,1,367,1,60,1,0,75.25,0,1,0,0,0,0,1,0,0
1,1,152,1,22,1,0,66.6,0,1,0,0,0,0,0,1,0
1,1,582,1,39,1,1,110.8833,0,1,0,0,0,0,1,0,0
1,1,863,1,48,0,0,25.9292,0,1,0,0,0,0,0,1,0
1,1,4,1,35,1,0,53.1,0,1,0,0,0,0,0,1,0
1,1,810,1,33,1,0,53.1,0,1,0,0,0,0,0,1,0
1,1,857,1,45,1,1,164.8667,0,1,0,0,0,0,0,1,0
1,1,2,1,38,1,0,71.2833,0,1,0,0,0,0,1,0,0
1,1,850,1,45,1,0,89.1042,0,1,0,0,0,0,1,0,0
1,1,499,0,25,1,2,151.55,0,1,0,0,0,0,0,1,0
1,1,458,1,45,1,0,51.8625,0,1,0,0,0,0,0,1,0
1,1,231,1,35,1,0,83.475,0,1,0,0,0,0,0,1,0
1,1,524,1,44,0,1,57.9792,0,1,0,0,0,0,1,0,0
1,1,487,1,35,1,0,90,0,1,0,0,0,0,0,1,0
1,1,514,1,54,1,0,59.4,0,1,0,0,0,0,1,0,0
1,1,53,1,49,1,0,76.7292,0,1,0,0,0,0,1,0,0
1,1,578,1,39,1,0,55.9,0,1,0,0,0,0,0,1,0
1,1,782,1,17,1,0,57,0,1,0,0,0,0,0,1,0
1,1,320,1,40,1,1,134.5,0,1,0,0,0,0,1,0,0
1,1,335,1,45,1,0,133.65,0,1,0,0,0,0,0,1,0
1,1,766,1,51,1,0,77.9583,0,1,0,0,0,0,0,1,0
1,1,592,1,52,1,0,78.2667,0,1,0,0,0,0,1,0,0
1,1,821,1,52,1,1,93.5,0,1,0,0,0,0,0,1,0
1,1,269,1,58,0,1,153.4625,0,1,0,0,0,0,0,1,0
1,1,780,1,43,0,1,211.3375,0,1,0,0,0,0,0,1,0
1,1,376,1,45,1,0,82.1708,0,1,0,0,0,0,1,0,0
1,1,797,1,49,0,0,25.9292,0,0,0,0,0,1,0,1,0
1,1,557,1,48,1,0,39.6,0,0,0,0,1,0,1,0,0
1,1,760,1,33,0,0,86.5,0,0,0,0,1,0,0,1,0
1,2,748,1,30,0,0,13,0,0,1,0,0,0,0,1,0
1,2,867,1,27,1,0,13.8583,0,0,1,0,0,0,1,0,0
1,2,124,1,32.5,0,0,13,0,0,1,0,0,0,0,1,0
1,2,619,1,4,2,1,39,0,0,1,0,0,0,0,1,0
1,2,358,0,38,0,0,13,0,0,1,0,0,0,0,1,0
1,2,597,1,20,0,0,33,0,0,1,0,0,0,0,1,0
1,2,428,1,19,0,0,26,0,0,1,0,0,0,0,1,0
1,2,718,1,27,0,0,10.5,0,0,1,0,0,0,0,1,0
1,2,577,1,34,0,0,13,0,0,1,0,0,0,0,1,0
1,2,57,1,21,0,0,10.5,0,0,1,0,0,0,0,1,0
1,2,390,1,17,0,0,12,0,0,1,0,0,0,1,0,0
1,2,44,1,3,1,2,41.5792,0,0,1,0,0,0,1,0,0
1,2,347,1,40,0,0,13,0,0,1,0,0,0,0,1,0
1,2,751,1,4,1,1,23,0,0,1,0,0,0,0,1,0
1,2,527,1,50,0,0,10.5,0,0,1,0,0,0,0,1,0
1,2,200,0,24,0,0,13,0,0,1,0,0,0,0,1,0
1,2,536,1,7,0,2,26.25,0,0,1,0,0,0,0,1,0
1,2,447,1,13,0,1,19.5,0,0,1,0,0,0,0,1,0
1,2,636,1,28,0,0,13,0,0,1,0,0,0,0,1,0
1,2,721,1,6,0,1,33,0,0,1,0,0,0,0,1,0
1,2,238,1,8,0,2,26.25,0,0,1,0,0,0,0,1,0
1,2,346,1,24,0,0,13,0,0,1,0,0,0,0,1,0
1,2,59,1,5,1,2,27.75,0,0,1,0,0,0,0,1,0
1,2,388,1,36,0,0,13,0,0,1,0,0,0,0,1,0
1,2,212,1,35,0,0,21,0,0,1,0,0,0,0,1,0
1,2,323,1,30,0,0,12.35,0,0,1,0,0,0,0,0,1
1,2,531,1,2,1,1,26,0,0,1,0,0,0,0,1,0
1,2,85,1,17,0,0,10.5,0,0,1,0,0,0,0,1,0
1,2,652,1,18,0,1,23,0,0,1,0,0,0,0,1,0
1,2,616,1,24,1,2,65,0,0,1,0,0,0,0,1,0
1,2,304,1,20,0,0,12.35,0,0,1,0,0,0,0,0,1
1,2,418,1,18,0,2,13,0,0,1,0,0,0,0,1,0
1,2,459,1,50,0,0,10.5,0,0,1,0,0,0,0,1,0
1,2,581,1,25,1,1,30,0,0,1,0,0,0,0,1,0
1,2,260,1,50,0,1,26,0,1,0,0,0,0,0,1,0
1,2,507,1,33,0,2,26,0,1,0,0,0,0,0,1,0
1,2,99,1,34,0,1,23,0,1,0,0,0,0,0,1,0
1,2,317,1,24,1,0,26,0,1,0,0,0,0,0,1,0
1,2,427,1,28,1,0,26,0,1,0,0,0,0,0,1,0
1,2,547,1,19,1,0,26,0,1,0,0,0,0,0,1,0
1,2,707,1,45,0,0,13.5,0,1,0,0,0,0,0,1,0
1,2,802,1,31,1,1,26.25,0,1,0,0,0,0,0,1,0
1,2,473,1,33,1,2,27.75,0,1,0,0,0,0,0,1,0
1,2,773,0,57,0,0,10.5,0,1,0,0,0,0,0,1,0
1,2,519,1,36,1,0,26,0,1,0,0,0,0,0,1,0
1,2,671,1,40,1,1,39,0,1,0,0,0,0,0,1,0
1,2,517,1,34,0,0,10.5,0,1,0,0,0,0,0,1,0
1,2,866,1,42,0,0,13,0,1,0,0,0,0,0,1,0
1,2,444,1,28,0,0,13,0,1,0,0,0,0,0,1,0
1,2,601,1,24,2,1,27,0,1,0,0,0,0,0,1,0
1,2,775,1,54,1,3,23,0,1,0,0,0,0,0,1,0
1,2,855,0,44,1,0,26,0,1,0,0,0,0,0,1,0
1,2,433,1,42,1,0,26,0,1,0,0,0,0,0,1,0
1,2,313,0,26,1,1,26,0,1,0,0,0,0,0,1,0
1,2,324,1,22,1,1,29,0,1,0,0,0,0,0,1,0
1,2,191,1,32,0,0,13,0,1,0,0,0,0,0,1,0
1,2,875,1,28,1,0,24,0,1,0,0,0,0,1,0,0
1,2,881,1,25,0,1,26,0,1,0,0,0,0,0,1,0
1,2,438,1,24,2,3,18.75,0,1,0,0,0,0,0,1,0
1,2,328,1,36,0,0,13,0,1,0,0,0,0,0,1,0
1,2,16,1,55,0,0,16,0,1,0,0,0,0,0,1,0
1,2,727,1,30,3,0,21,0,1,0,0,0,0,0,1,0
1,2,417,1,34,1,1,32.5,0,1,0,0,0,0,0,1,0
1,2,42,0,27,1,0,21,0,1,0,0,0,0,0,1,0
1,2,755,1,48,1,2,65,0,1,0,0,0,0,0,1,0
1,2,441,1,45,1,1,26.25,0,1,0,0,0,0,0,1,0
1,2,474,1,23,0,0,13.7917,0,1,0,0,0,0,1,0,0
1,2,273,1,41,0,1,19.5,0,1,0,0,0,0,0,1,0
1,2,54,1,29,1,0,26,0,1,0,0,0,0,0,1,0
1,2,248,1,24,0,2,14.5,0,1,0,0,0,0,0,1,0
1,2,10,1,14,1,0,30.0708,0,1,0,0,0,0,1,0,0
1,2,134,1,29,1,0,26,0,1,0,0,0,0,0,1,0
1,2,609,1,22,1,2,41.5792,0,1,0,0,0,0,1,0,0
1,2,162,1,40,0,0,15.75,0,1,0,0,0,0,0,1,0
1,2,400,1,28,0,0,12.65,0,1,0,0,0,0,0,1,0
1,2,67,1,29,0,0,10.5,0,1,0,0,0,0,0,1,0
1,3,817,0,23,0,0,7.925,0,0,1,0,0,0,0,1,0
1,3,185,1,4,0,2,22.025,0,0,1,0,0,0,0,1,0
1,3,359,1,18,0,0,7.8792,0,0,1,0,0,0,0,0,1
1,3,23,1,15,0,0,8.0292,0,0,1,0,0,0,0,0,1
1,3,535,0,30,0,0,8.6625,0,0,1,0,0,0,0,1,0
1,3,301,1,18,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,360,1,18,0,0,7.8792,0,0,1,0,0,0,0,0,1
1,3,72,0,16,5,2,46.9,0,0,1,0,0,0,0,1,0
1,3,129,1,18,1,1,22.3583,0,0,1,0,0,0,1,0,0
1,3,275,1,18,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,382,1,1,0,2,15.7417,0,0,1,0,0,0,1,0,0
1,3,206,0,2,0,1,10.4625,0,0,1,0,0,0,0,1,0
1,3,655,0,18,0,0,6.75,0,0,1,0,0,0,0,0,1
1,3,437,0,21,2,2,34.375,0,0,1,0,0,0,0,1,0
1,3,486,0,18,3,1,25.4667,0,0,1,0,0,0,0,1,0
1,3,504,0,37,0,0,9.5875,0,0,1,0,0,0,0,1,0
1,3,101,0,28,0,0,7.8958,0,0,1,0,0,0,0,1,0
1,3,420,0,10,0,2,24.15,0,0,1,0,0,0,0,1,0
1,3,883,0,22,0,0,10.5167,0,0,1,0,0,0,0,1,0
1,3,114,0,20,1,0,9.825,0,0,1,0,0,0,0,1,0
1,3,876,1,15,0,0,7.225,0,0,1,0,0,0,1,0,0
